IDENTIFIED UPVN 8
IDENTIFIED UVNI 213 / Alpha v1.0.15
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 9 bytes
SERVERBOUND --> 12 "Player Look" / 12 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 12 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 12 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 12 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 1 bytes
SERVERBOUND --> 12 "Player Look" / 7 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 4 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
Chunk Size: (1, 16)
CLIENTBOUND <-- 51 "Map Chunk" / 4272 bytes
Chunk Size: (1, 5)
CLIENTBOUND <-- 51 "Map Chunk" / 1293 bytes
SERVERBOUND --> 10 "Player" / 72 bytes
SERVERBOUND --> 11 "Player Position" / 70 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 1 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 8 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 8 bytes
SERVERBOUND --> 12 "Player Look" / 9 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
CLIENTBOUND <-- 50 "Pre-Chunk" / 10 bytes
Chunk Size: (1, 16)
CLIENTBOUND <-- 51 "Map Chunk" / 3125 bytes
Chunk Size: (1, 5)
CLIENTBOUND <-- 51 "Map Chunk" / 1013 bytes
SERVERBOUND --> 12 "Player Look" / 80 bytes
SERVERBOUND --> 11 "Player Position" / 70 bytes
SERVERBOUND --> 10 "Player" / 36 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 35 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 4 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 2 bytes
SERVERBOUND --> 12 "Player Look" / 9 bytes
SERVERBOUND --> 12 "Player Look" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 35 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 15 "Player Block Placement" / 1 bytes
SERVERBOUND --> 15 "Player Block Placement" / 53 bytes
CLIENTBOUND <-- 17 "Add To Inventory" / 6 bytes
SERVERBOUND --> 18 "Arm Animation" / 40 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
CLIENTBOUND <-- 53 "Block Change" / 12 bytes
SERVERBOUND --> 10 "Player" / 2 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 19 bytes
SERVERBOUND --> 11 "Player Position" / 17 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 11 bytes
SERVERBOUND --> 11 "Player Position" / 9 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 3 bytes
SERVERBOUND --> 11 "Player Position" / 1 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 10 "Player" / 27 bytes
SERVERBOUND --> 11 "Player Position" / 25 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 5 bytes
SERVERBOUND --> 12 "Player Look" / 43 bytes
SERVERBOUND --> 11 "Player Position" / 33 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 6 bytes
SERVERBOUND --> 12 "Player Look" / 44 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
SERVERBOUND --> 12 "Player Look" / 3 bytes
SERVERBOUND --> 12 "Player Look" / 10 bytes
SERVERBOUND --> 11 "Player Position" / 34 bytes
